met,metName,degree,keggID,hmdbID,stringsAsFactors,compartment,met_no_compartment,met_Rid
hexccrn[m],hexacosanoyl carnitine,2,,HMDB06347,FALSE,[m],hexccrn,hexccrn.m.
4mlacac[c],4-maleylacetoacetate,2,C01036,HMDB02052,FALSE,[c],4mlacac,X4mlacac.c.
im4act[c],imidazole-4-acetaldehyde,2,C05130,HMDB03905,FALSE,[c],im4act,im4act.c.
ppbng[c],Porphobilinogen,2,C00931,HMDB00245,FALSE,[c],ppbng,ppbng.c.
hmbil[c],Hydroxymethylbilane,2,C01024,HMDB01137,FALSE,[c],hmbil,hmbil.c.
hpdcacrn[c],heptadecanoyl carnitine,2,,HMDB06210,FALSE,[c],hpdcacrn,hpdcacrn.c.
hpdcacrn[m],heptadecanoyl carnitine,2,,HMDB06210,FALSE,[m],hpdcacrn,hpdcacrn.m.
hpyr[x],3-hydroxypyruvate,2,C00168,HMDB01352,FALSE,[x],hpyr,hpyr.x.
hretn[c],4 hydroxy retinoic acid,2,C16677,HMDB06254,FALSE,[c],hretn,hretn.c.
hs_deg1[l],"heparan sulfate, degradation product 1",2,,,FALSE,[l],hs_deg1,hs_deg1.l.
hs_deg2[l],"heparan sulfate, degradation product 2",2,,,FALSE,[l],hs_deg2,hs_deg2.l.
hs_deg6[l],"heparan sulfate, degradation product 6",2,,,FALSE,[l],hs_deg6,hs_deg6.l.
hs_deg7[l],"heparan sulfate, degradation product 7",2,,,FALSE,[l],hs_deg7,hs_deg7.l.
hs_deg12[l],"heparan sulfate, degradation product 12",2,,,FALSE,[l],hs_deg12,hs_deg12.l.
hs_deg13[l],"heparan sulfate, degradation product 13",2,,,FALSE,[l],hs_deg13,hs_deg13.l.
hs_deg18[l],"heparan sulfate, degradation product 18",2,,,FALSE,[l],hs_deg18,hs_deg18.l.
hs_deg19[l],"heparan sulfate, degradation product 19",2,,,FALSE,[l],hs_deg19,hs_deg19.l.
cortsn[r],cortisone,2,C00762,HMDB02802,FALSE,[r],cortsn,cortsn.r.
17ahprgstrn[c],17alpha-hydroxyprogesterone,2,C01176,HMDB00374,FALSE,[c],17ahprgstrn,X17ahprgstrn.c.
hspg[l],heparan sulfate proteoglycan,2,,,FALSE,[l],hspg,hspg.l.
hs[l],"heparan sulfate, free chain",2,,,FALSE,[l],hs,hs.l.
hspg[g],heparan sulfate proteoglycan,2,,,FALSE,[g],hspg,hspg.g.
htaxol[c],6 alpha hydroxy taxol/ 6 alpha hydroxy paclitaxel,2,,,FALSE,[c],htaxol,htaxol.c.
hxan[x],Hypoxanthine,2,C00262,HMDB00157,FALSE,[x],hxan,hxan.x.
hs_deg5[l],"heparan sulfate, degradation product 5",2,,,FALSE,[l],hs_deg5,hs_deg5.l.
hs_deg16[l],"heparan sulfate, degradation product 16",2,,,FALSE,[l],hs_deg16,hs_deg16.l.
hs_deg17[l],"heparan sulfate, degradation product 17",2,,,FALSE,[l],hs_deg17,hs_deg17.l.
hs_deg22[l],"IdoA-beta-1,4-GlcNAc(3S)-alpha-1,4-GlcA-beta-1,3-Gal-beta-1,3-Gal-beta-1,4-Xylose",2,,,FALSE,[l],hs_deg22,hs_deg22.l.
hs_deg23[l],"GlcNAc(3S)-alpha-1,4-GlcA-beta-1,3-Gal-beta-1,3-Gal-beta-1,4-Xylose",2,,,FALSE,[l],hs_deg23,hs_deg23.l.
cs_b_deg3[l],"chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S), degradation product 3",2,,,FALSE,[l],cs_b_deg3,cs_b_deg3.l.
idour[c],L-iduronate,2,C06472,HMDB02704,FALSE,[c],idour,idour.c.
idp[n],IDP(3-),2,C00104,HMDB03335,FALSE,[n],idp,idp.n.
ins[m],Inosine,2,C00294,HMDB00195,FALSE,[m],ins,ins.m.
itacon[m],itaconate(2-),2,C00490,HMDB02092,FALSE,[m],itacon,itacon.m.
itp[n],ITP(3-),2,C00081,HMDB00189,FALSE,[n],itp,itp.n.
4izp[c],4-Imidazolone-5-propanoate,2,C03680,HMDB01014,FALSE,[c],4izp,X4izp.c.
tagat_D[c],D-tagatose,2,C00795,HMDB03418,FALSE,[c],tagat_D,tagat_D.c.
ksii_core2[g],keratan sulfate II (core 2-linked),2,,,FALSE,[g],ksii_core2,ksii_core2.g.
ksii_core2[l],keratan sulfate II (core 2-linked),2,,,FALSE,[l],ksii_core2,ksii_core2.l.
ksii_core4[g],keratan sulfate II (core 4-linked),2,,,FALSE,[g],ksii_core4,ksii_core4.g.
ksii_core4[l],keratan sulfate II (core 4-linked),2,,,FALSE,[l],ksii_core4,ksii_core4.l.
ksi[g],keratan sulfate I,2,,,FALSE,[g],ksi,ksi.g.
4aphdob[c],"4-(2-aminophenyl)-2,4-dioxobutanoate",2,C01252,HMDB00978,FALSE,[c],4aphdob,X4aphdob.c.
kynate[c],kynurenate,2,C01717,HMDB00715,FALSE,[c],kynate,kynate.c.
lcts[l],Lactose,2,C00243,HMDB00186,FALSE,[l],lcts,lcts.l.
lcts[g],Lactose,2,C00243,HMDB00186,FALSE,[g],lcts,lcts.g.
3spyr[c],3-sulfonatopyruvate(2-),2,C05528,HMDB04045,FALSE,[c],3spyr,X3spyr.c.
3spyr[m],3-sulfonatopyruvate(2-),2,C05528,HMDB04045,FALSE,[m],3spyr,X3spyr.m.
leuktrA4[r],leukotriene A4(1-),2,C00909,HMDB01337,FALSE,[r],leuktrA4,leuktrA4.r.
nformanth[c],N-formylanthranilate,2,C05653,HMDB04089,FALSE,[c],nformanth,nformanth.c.
lgnccrn[c],lignoceryl carnitine,2,,,FALSE,[c],lgnccrn,lgnccrn.c.
lgnccrn[m],lignoceryl carnitine,2,,,FALSE,[m],lgnccrn,lgnccrn.m.
cs_a_deg5[l],"chondroitin sulfate A (GalNAc4S-GlcA), degradation product 5",2,,,FALSE,[l],cs_a_deg5,cs_a_deg5.l.
lneldccrn[c],Linoelaidyl carnitine,2,,HMDB06461,FALSE,[c],lneldccrn,lneldccrn.c.
lneldccrn[m],Linoelaidyl carnitine,2,,HMDB06461,FALSE,[m],lneldccrn,lneldccrn.m.
lnlccrn[c],Linoleyl carnitine,2,,HMDB06469,FALSE,[c],lnlccrn,lnlccrn.c.
lnlccrn[m],Linoleyl carnitine,2,,HMDB06469,FALSE,[m],lnlccrn,lnlccrn.m.
lnlncacrn[c],alpha-linolenyl carnitine,2,,HMDB06319,FALSE,[c],lnlncacrn,lnlncacrn.c.
lnlncacrn[m],alpha-linolenyl carnitine,2,,HMDB06319,FALSE,[m],lnlncacrn,lnlncacrn.m.
lnlncgcrn[c],gamma-linolenyl carnitine,2,,HMDB06318,FALSE,[c],lnlncgcrn,lnlncgcrn.c.
lnlncgcrn[m],gamma-linolenyl carnitine,2,,HMDB06318,FALSE,[m],lnlncgcrn,lnlncgcrn.m.
44mctr[c],"4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol",2,C11455,HMDB01023,FALSE,[c],44mctr,X44mctr.c.
Ssq23epx[r],"(S)-2,3-epoxysqualene",2,C01054,HMDB01188,FALSE,[r],Ssq23epx,Ssq23epx.r.
thp2c[x],1-piperideine-6-carboxylate,2,,HMDB12130,FALSE,[x],thp2c,thp2c.x.
peplys[n],Peptidyl-L-lysine,2,C02188,,FALSE,[n],peplys,peplys.n.
Nmelys[n],Histone N6-methyl-L-lysine,2,C03702,,FALSE,[n],Nmelys,Nmelys.n.
Ndmelys[n],"Protein N6,N6-dimethyl-L-lysine",2,C05545,,FALSE,[n],Ndmelys,Ndmelys.n.
Ntmelys[n],"Protein N6,N6,N6-trimethyl-L-lysine",2,C05546,,FALSE,[n],Ntmelys,Ntmelys.n.
lys_L[x],L-lysinium(1+),2,C00047,HMDB00182,FALSE,[x],lys_L,lys_L.x.
6a2ohxnt[x],6-amino-2-oxohexanoic acid,2,C03239,HMDB12151,FALSE,[x],6a2ohxnt,X6a2ohxnt.x.
nm4masn[g],(N-acetyl-D-glucosaminyl-(alpha-D-mannosyl)4-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein),2,C05882,,FALSE,[g],nm4masn,nm4masn.g.
nm2masn[g],(N-acetyl-D-glucosaminyl-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein),2,C05884,,FALSE,[g],nm2masn,nm2masn.g.
n3m2masn[g],((N-acetyl-D-glucosaminyl)3-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein),2,,,FALSE,[g],n3m2masn,n3m2masn.g.
n2m2nmasn[g],"N-Acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-(N-acetyl-beta-D-glucosaminyl-1,4)-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminyl-R",2,C04946,,FALSE,[g],n2m2nmasn,n2m2nmasn.g.
n4m2masn[g],((N-acetyl-D-glucosaminyl)4-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein),2,,,FALSE,[g],n4m2masn,n4m2masn.g.
m7masnB[r],"(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)",2,,,FALSE,[r],m7masnB,m7masnB.r.
3mldz[c],1-methylimidazole-4-acetaldehyde,2,C05827,HMDB04181,FALSE,[c],3mldz,X3mldz.c.
malt[l],Maltose,2,C00208,HMDB00163,FALSE,[l],malt,malt.l.
normete_L[c],L-Normetanephrine,2,C05589,HMDB00819,FALSE,[c],normete_L,normete_L.c.
3mgcoa[m],trans-3-methylglutaconyl-CoA(5-),2,C03231,HMDB01057,FALSE,[m],3mgcoa,X3mgcoa.m.
malcoa[x],Malonyl-CoA,2,C00083,HMDB01175,FALSE,[x],malcoa,malcoa.x.
mercplac[c],3-Mercaptolactate,2,C05823,HMDB02127,FALSE,[c],mercplac,mercplac.c.
mercplaccys[c],3-mercaptolactate-cysteine disulfide,2,,HMDB06512,FALSE,[c],mercplaccys,mercplaccys.c.
5mdru1p[c],5-Methylthio-5-deoxy-D-ribulose 1-phosphate,2,C04582,HMDB01299,FALSE,[c],5mdru1p,X5mdru1p.c.
mescon[m],Mesaconate,2,C01732,HMDB00749,FALSE,[m],mescon,mescon.m.
6hoxmelatn[c],6-Hydroxymelatonin,2,C05643,HMDB04081,FALSE,[c],6hoxmelatn,X6hoxmelatn.c.
meoh[l],methanol,2,C00132,HMDB01875,FALSE,[l],meoh,meoh.l.
mepi[c],Metanephrine,2,C05588,HMDB04063,FALSE,[c],mepi,mepi.c.
mev_R[x],(R)-mevalonate,2,C00418,HMDB00227,FALSE,[x],mev_R,mev_R.x.
5pmev[x],(R)-5-phosphonatomevalonate(3-),2,C01107,HMDB01343,FALSE,[x],5pmev,X5pmev.x.
mhista[c],N(tele)-methylhistaminium,2,C05127,HMDB00898,FALSE,[c],mhista,mhista.c.
mi1345p[n],"1D-myo-inositol 1,3,4,5-tetrakisphosphate(8-)",2,C01272,HMDB01059,FALSE,[n],mi1345p,mi1345p.n.
mi1345p[c],"1D-myo-inositol 1,3,4,5-tetrakisphosphate(8-)",2,C01272,HMDB01059,FALSE,[c],mi1345p,mi1345p.c.
mi1346p[n],"myo-inositol 1,3,4,6-tetrakisphosphate(8-)",2,C04477,HMDB01187,FALSE,[n],mi1346p,mi1346p.n.
mi1346p[c],"myo-inositol 1,3,4,6-tetrakisphosphate(8-)",2,C04477,HMDB01187,FALSE,[c],mi1346p,mi1346p.c.
mi13p[c],"1D-myo-Inositol 1,3-bisphosphate",2,C04062,HMDB06234,FALSE,[c],mi13p,mi13p.c.
mi1456p[n],"1D-myo-inositol 1,4,5,6-tetrakisphosphate(8-)",2,C11555,HMDB04527,FALSE,[n],mi1456p,mi1456p.n.
mi4p_D[c],1D-myo-inositol 4-phosphate(2-),2,C03546,HMDB01313,FALSE,[c],mi4p_D,mi4p_D.c.
mi14p[n],"(1R,2R,3R,4R,5R,6S)-2,3,5,6-tetrahydroxy-4-(phosphonatooxy)cyclohexyl phosphate",2,C01220,HMDB00968,FALSE,[n],mi14p,mi14p.n.
mi1p_D[n],1D-myo-inositol 1-phosphate(2-),2,C01177,HMDB02985,FALSE,[n],mi1p_D,mi1p_D.n.
mi3p_D[c],1D-myo-inositol 3-phosphate(2-),2,C04006,HMDB06814,FALSE,[c],mi3p_D,mi3p_D.c.
minohp[n],myo-inositol hexakisphosphate(12-),2,C01204,HMDB03502,FALSE,[n],minohp,minohp.n.
malttr[c],maltotriose,2,C01835,HMDB01262,FALSE,[c],malttr,malttr.c.
m5masnB2[g],(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),2,,,FALSE,[g],m5masnB2,m5masnB2.g.
m6masnA[g],(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),2,,,FALSE,[g],m6masnA,m6masnA.g.
m6masnB1[g],(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),2,,,FALSE,[g],m6masnB1,m6masnB1.g.
m7masnC[g],"(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)",2,,,FALSE,[g],m7masnC,m7masnC.g.
5mdr1p[c],5-Methylthio-5-deoxy-D-ribose 1-phosphate,2,C04188,HMDB00963,FALSE,[c],5mdr1p,X5mdr1p.c.
Nacasp[c],N-acetyl-L-aspartate(2-),2,C01042,HMDB00812,FALSE,[c],Nacasp,Nacasp.c.
ksi_deg7[l],"keratan sulfate I, degradation product 7",2,,,FALSE,[l],ksi_deg7,ksi_deg7.l.
ksi_deg10[l],"keratan sulfate I, degradation product 10",2,,,FALSE,[l],ksi_deg10,ksi_deg10.l.
ksi_deg13[l],"keratan sulfate I, degradation product 13",2,,,FALSE,[l],ksi_deg13,ksi_deg13.l.
ksi_deg16[l],"keratan sulfate I, degradation product 16",2,,,FALSE,[l],ksi_deg16,ksi_deg16.l.
ksi_deg19[l],"keratan sulfate I, degradation product 19",2,,,FALSE,[l],ksi_deg19,ksi_deg19.l.
ksi_deg22[l],"keratan sulfate I, degradation product 22",2,,,FALSE,[l],ksi_deg22,ksi_deg22.l.
ksi_deg25[l],"keratan sulfate I, degradation product 25",2,,,FALSE,[l],ksi_deg25,ksi_deg25.l.
ksi_deg28[l],"keratan sulfate I, degradation product 28",2,,,FALSE,[l],ksi_deg28,ksi_deg28.l.
ksi_deg31[l],"keratan sulfate I, degradation product 31",2,,,FALSE,[l],ksi_deg31,ksi_deg31.l.
ksi_deg34[l],"keratan sulfate I, degradation product 34",2,,,FALSE,[l],ksi_deg34,ksi_deg34.l.
cs_a_deg1[l],"chondroitin sulfate A (GalNAc4S-GlcA), degradation product 1",2,,,FALSE,[l],cs_a_deg1,cs_a_deg1.l.
ksi_deg37[l],"keratan sulfate I, degradation product 37",2,,,FALSE,[l],ksi_deg37,ksi_deg37.l.
ksii_core2_deg4[l],"keratan sulfate II (core 2-linked), degradation product 4",2,,,FALSE,[l],ksii_core2_deg4,ksii_core2_deg4.l.
ksii_core2_deg7[l],"keratan sulfate II (core 2-linked), degradation product 7",2,,,FALSE,[l],ksii_core2_deg7,ksii_core2_deg7.l.
ksii_core4_deg4[l],"keratan sulfate II (core 4-linked), degradation product 4",2,,,FALSE,[l],ksii_core4_deg4,ksii_core4_deg4.l.
cs_a_deg4[l],"chondroitin sulfate A (GalNAc4S-GlcA), degradation product 4",2,,,FALSE,[l],cs_a_deg4,cs_a_deg4.l.
cs_b_deg1[l],"chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S), degradation product 1",2,,,FALSE,[l],cs_b_deg1,cs_b_deg1.l.
cs_c_deg1[l],"chondroitin sulfate C (GalNAc6S-GlcA), degradation product 1",2,,,FALSE,[l],cs_c_deg1,cs_c_deg1.l.
cs_c_deg4[l],"chondroitin sulfate C (GalNAc6S-GlcA), degradation product 4",2,,,FALSE,[l],cs_c_deg4,cs_c_deg4.l.
cs_d_deg1[l],"chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 1",2,,,FALSE,[l],cs_d_deg1,cs_d_deg1.l.
cs_d_deg5[l],"chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 5",2,,,FALSE,[l],cs_d_deg5,cs_d_deg5.l.
cs_e_deg2[l],"chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 2",2,,,FALSE,[l],cs_e_deg2,cs_e_deg2.l.
cs_e_deg6[l],"chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 6",2,,,FALSE,[l],cs_e_deg6,cs_e_deg6.l.
nad[n],Nicotinamide adenine dinucleotide,2,C00003,HMDB00902,FALSE,[n],nad,nad.n.
Tn_antigen[l],Tn antigen,2,C04383,,FALSE,[l],Tn_antigen,Tn_antigen.l.
na1[x],Sodium,2,C01330,HMDB00588,FALSE,[x],na1,na1.x.
udp[m],UDP,2,C00015,HMDB00295,FALSE,[m],udp,udp.m.
utp[m],UTP,2,C00075,HMDB00285,FALSE,[m],utp,utp.m.
nicrnt[n],Nicotinate D-ribonucleotide,2,C01185,HMDB01132,FALSE,[n],nicrnt,nicrnt.n.
nifedipine[c],nifedipine,2,C07266,,FALSE,[c],nifedipine,nifedipine.c.
nmn[n],NMN,2,C00455,HMDB00229,FALSE,[n],nmn,nmn.n.
npthl[c],naphthalene,2,C00829,,FALSE,[c],npthl,npthl.c.
nrpphrsf[c],Sulfate derivative of norepinephrine,2,,HMDB02062,FALSE,[c],nrpphrsf,nrpphrsf.c.
nrvnccrn[c],Nervonyl carnitine,2,,,FALSE,[c],nrvnccrn,nrvnccrn.c.
nrvnccrn[m],Nervonyl carnitine,2,,,FALSE,[m],nrvnccrn,nrvnccrn.m.
sT_antigen[g],sialyl-T antigen,2,,,FALSE,[g],sT_antigen,sT_antigen.g.
dimp[c],2'-deoxyinosine 5'-phosphate(2-),2,C06196,HMDB06555,FALSE,[c],dimp,dimp.c.
uri[l],Uridine,2,C00299,HMDB00296,FALSE,[l],uri,uri.l.
ump[m],UMP,2,C00105,HMDB00288,FALSE,[m],ump,ump.m.
uri[m],Uridine,2,C00299,HMDB00296,FALSE,[m],uri,uri.m.
thymd[l],Thymidine,2,C00214,HMDB00273,FALSE,[l],thymd,thymd.l.
Ntmelys[r],"Protein N6,N6,N6-trimethyl-L-lysine",2,C05546,,FALSE,[r],Ntmelys,Ntmelys.r.
o2s[n],superoxide,2,C00704,HMDB02168,FALSE,[n],o2s,o2s.n.
o2s[x],superoxide,2,C00704,HMDB02168,FALSE,[x],o2s,o2s.x.
omeprazole[c],omeprazole,2,C07324,HMDB01913,FALSE,[c],omeprazole,omeprazole.c.
orot5p[c],Orotidine 5'-phosphate,2,C01103,HMDB00218,FALSE,[c],orot5p,orot5p.c.
onpthl[c],naphthalene epoxide,2,,HMDB06215,FALSE,[c],onpthl,onpthl.c.
prgnlone[m],pregnenolone,2,C01953,HMDB00253,FALSE,[m],prgnlone,prgnlone.m.
xoltriol[m],"5beta-cholestane-3alpha,7alpha,12alpha-triol",2,C05454,HMDB01457,FALSE,[m],xoltriol,xoltriol.m.
thcholst[m],"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al",2,C01301,HMDB03533,FALSE,[m],thcholst,thcholst.m.
taxol[c],paclitaxel,2,C07394,,FALSE,[c],taxol,taxol.c.
tolbutamide[c],tolbutamide,2,C07148,,FALSE,[c],tolbutamide,tolbutamide.c.
perillyl[c],perillyl alcohol,2,C02452,HMDB03634,FALSE,[c],perillyl,perillyl.c.
xol24oh[r],(24S)-24-hydroxycholesterol,2,C13550,HMDB01419,FALSE,[r],xol24oh,xol24oh.r.
xoltri24[r],"(24S)-7alpha,24-dihydroxycholesterol",2,C15518,,FALSE,[r],xoltri24,xoltri24.r.
leuktrB4woh[r],w-hydroxyl leukotriene B4,2,C04853,HMDB01509,FALSE,[r],leuktrB4woh,leuktrB4woh.r.
xoltri25[r],"7alpha,25-dihydroxycholesterol",2,C15520,HMDB06280,FALSE,[r],xoltri25,xoltri25.r.
xoltri27[r],"7alpha,26-dihydroxycholesterol",2,C06341,HMDB06281,FALSE,[r],xoltri27,xoltri27.r.
20ahchsterol[m],20-hydroxycholesterol,2,C05500,HMDB06283,FALSE,[m],20ahchsterol,X20ahchsterol.m.
phaccoa[c],phenylacetyl-CoA(4-),2,C00582,HMDB06503,FALSE,[c],phaccoa,phaccoa.c.
pchol_hs[g],Phosphatidylcholine,2,,,FALSE,[g],pchol_hs,pchol_hs.g.
pcollglys[c],Procollagen L-lysine,2,C03020,,FALSE,[c],pcollglys,pcollglys.c.
pe_hs[g],phosphatidylethanolamine,2,,,FALSE,[g],pe_hs,pe_hs.g.
peamn[c],2-phenylethanaminium,2,C05332,HMDB12275,FALSE,[c],peamn,peamn.c.
3php[c],3-phosphonatooxypyruvate(3-),2,C03232,HMDB01024,FALSE,[c],3php,X3php.c.
pgp_hs[c],phosphatidyl glycerol phosphate,2,,,FALSE,[c],pgp_hs,pgp_hs.c.
pheacgln[c],(2S)-4-carbamoyl-2-(2-phenylacetamido)butanoate,2,C04148,HMDB06344,FALSE,[c],pheacgln,pheacgln.c.
phpyr[c],keto-phenylpyruvate,2,C00166,HMDB00205,FALSE,[c],phpyr,phpyr.c.
phyQ[c],phylloquinone,2,C02059,HMDB03555,FALSE,[c],phyQ,phyQ.c.
pail3p_hs[r],1-phosphatidyl-1D-myo-inositol 3-phosphate(3-),2,,,FALSE,[r],pail3p_hs,pail3p_hs.r.
tmlys[r],"N6,N6,N6-Trimethyl-L-lysine",2,C03793,HMDB01325,FALSE,[r],tmlys,tmlys.r.
ppmi12346p[c],5-Diphosphoinositol pentakisphosphate,2,C11526,HMDB06229,FALSE,[c],ppmi12346p,ppmi12346p.c.
ppmi12346p[n],5-Diphosphoinositol pentakisphosphate,2,C11526,HMDB06229,FALSE,[n],ppmi12346p,ppmi12346p.n.
ppmi1346p[c],Diphosphoinositol tetrakisphosphate,2,C01204,HMDB03502,FALSE,[c],ppmi1346p,ppmi1346p.c.
ppmi1346p[n],Diphosphoinositol tetrakisphosphate,2,C01204,HMDB03502,FALSE,[n],ppmi1346p,ppmi1346p.n.
rnam[c],N-Ribosylnicotinamide,2,C03150,HMDB00855,FALSE,[c],rnam,rnam.c.
cysam[c],cysteaminium,2,C01678,HMDB02991,FALSE,[c],cysam,cysam.c.
pppg9[m],Protoporphyrinogen IX,2,C01079,HMDB01097,FALSE,[m],pppg9,pppg9.m.
pppi[n],triphosphate(5-),2,C00536,HMDB03379,FALSE,[n],pppi,pppi.n.
fpram[c],2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,2,C04640,HMDB00999,FALSE,[c],fpram,fpram.c.
prgnlones[c],pregnenolone sulfate,2,C18044,HMDB00774,FALSE,[c],prgnlones,prgnlones.c.
3hpcoa[m],3-hydroxypropanoyl-CoA(4-),2,C05668,HMDB06807,FALSE,[m],3hpcoa,X3hpcoa.m.
ps_hs[r],phosphatidylserine,2,,,FALSE,[r],ps_hs,ps_hs.r.
ps_hs[g],phosphatidylserine,2,,,FALSE,[g],ps_hs,ps_hs.g.
ps_hs[m],phosphatidylserine,2,,,FALSE,[m],ps_hs,ps_hs.m.
pser_L[c],O-Phospho-L-serine,2,C01005,HMDB00272,FALSE,[c],pser_L,pser_L.c.
ptdcacrn[c],pendtadenoyl carnitine,2,,,FALSE,[c],ptdcacrn,ptdcacrn.c.
ptdcacrn[m],pendtadenoyl carnitine,2,,,FALSE,[m],ptdcacrn,ptdcacrn.m.
hdca[x],Hexadecanoate (n-C16:0),2,C00249,HMDB00220,FALSE,[x],hdca,hdca.x.
phyt[x],phytanate,2,C01607,HMDB00801,FALSE,[x],phyt,phyt.x.
6pthp[n],"6-pyruvoyl-5,6,7,8-tetrahydropterin",2,C03684,HMDB01195,FALSE,[n],6pthp,X6pthp.n.
rbt[c],D-ribitol,2,C00474,HMDB00508,FALSE,[c],rbt,rbt.c.
retinol_cis_13[c],13-cis-retinol,2,C19962,HMDB06221,FALSE,[c],retinol_cis_13,retinol_cis_13.c.
retnglc[c],retinoyl glucuronide,2,C11061,HMDB03141,FALSE,[c],retnglc,retnglc.c.
13_cis_retnglc[r],13-cis-retinoyl glucuronide,2,C11061,HMDB03141,FALSE,[r],13_cis_retnglc,X13_cis_retnglc.r.
retnglc[r],retinoyl glucuronide,2,C11061,HMDB03141,FALSE,[r],retnglc,retnglc.r.
Rtotal2crn[c],R total 2 carnitine,2,,,FALSE,[c],Rtotal2crn,Rtotal2crn.c.
Rtotal2crn[m],R total 2 carnitine,2,,,FALSE,[m],Rtotal2crn,Rtotal2crn.m.
Rtotal3crn[c],R total 3 carnitine,2,,,FALSE,[c],Rtotal3crn,Rtotal3crn.c.
Rtotal3crn[m],R total 3 carnitine,2,,,FALSE,[m],Rtotal3crn,Rtotal3crn.m.
Rtotalcrn[c],R total carnitine,2,,,FALSE,[c],Rtotalcrn,Rtotalcrn.c.
Rtotalcrn[m],R total carnitine,2,,,FALSE,[m],Rtotalcrn,Rtotalcrn.m.
s2l2fn2m2masn[g],PA6,2,,,FALSE,[g],s2l2fn2m2masn,s2l2fn2m2masn.g.
cs_d_pre5[g],"chondroitin sulfate D (GlcNAc6S-GlcA2S), precursor 5",2,,,FALSE,[g],cs_d_pre5,cs_d_pre5.g.
cs_b_pre5[g],"chondroitin sulfate B (IdoA2S-GalNAc4s), precursor 5",2,,,FALSE,[g],cs_b_pre5,cs_b_pre5.g.
hs_pre12[g],GlcN2S-IdoA-GlcN2S-GlcA2S-GlcN2S-IdoA2S-GlcN2S-GlcA-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein),2,,,FALSE,[g],hs_pre12,hs_pre12.g.
hs_pre13[g],"GlcN2S-IdoA-GlcN2,6diS-GlcA2S-GlcN2,6diS-IdoA2S-GlcN2,6diS-GlcA-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)",2,,,FALSE,[g],hs_pre13,hs_pre13.g.
hs_pre14[g],"heparan sulfate, precursor 14",2,,,FALSE,[g],hs_pre14,hs_pre14.g.
hs_pre15[g],"heparan sulfate, precursor 15",2,,,FALSE,[g],hs_pre15,hs_pre15.g.
hs_deg11[l],"heparan sulfate, degradation product 11",2,,,FALSE,[l],hs_deg11,hs_deg11.l.
cs_e_pre5a[g],"chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 5a",2,,,FALSE,[g],cs_e_pre5a,cs_e_pre5a.g.
cs_e_pre5b[g],"chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 5b",2,,,FALSE,[g],cs_e_pre5b,cs_e_pre5b.g.
cs_e_deg1[l],"chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 1",2,,,FALSE,[l],cs_e_deg1,cs_e_deg1.l.
cs_e_deg5[l],"chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 5",2,,,FALSE,[l],cs_e_deg5,cs_e_deg5.l.
ksi_deg4[l],"keratan sulfate I, degradation product 4",2,,,FALSE,[l],ksi_deg4,ksi_deg4.l.
ksii_core2_deg1[l],"keratan sulfate II (core 2-linked), degradation product 1",2,,,FALSE,[l],ksii_core2_deg1,ksii_core2_deg1.l.
ksii_core4_deg1[l],"keratan sulfate II (core 4-linked), degradation product 1",2,,,FALSE,[l],ksii_core4_deg1,ksii_core4_deg1.l.
sarcs[x],Sarcosine,2,C00213,HMDB00271,FALSE,[x],sarcs,sarcs.x.
sphgn[r],sphinganine(1+),2,C00836,HMDB00269,FALSE,[r],sphgn,sphgn.r.
sphings[r],sphingosine(1+),2,C00319,HMDB00252,FALSE,[r],sphings,sphings.r.
