met,metName,degree,keggID,hmdbID,stringsAsFactors,compartment,met_no_compartment,met_Rid
3ttetddcoacrn[e],"3-hydroxy trans5,8tetradecadienoyl carnitine",2,,,FALSE,[e],3ttetddcoacrn,X3ttetddcoacrn.e.
3htdcoa[c],(S)-3-Hydroxytetradecanoyl-CoA,2,C05260,HMDB03934,FALSE,[c],3htdcoa,X3htdcoa.c.
3tdcrn[c],3-hydroxy-tetradecanoyl carnitine,2,,,FALSE,[c],3tdcrn,X3tdcrn.c.
3hdeccoa[c],3-hydroxyhexadecenoylcoa,2,,,FALSE,[c],3hdeccoa,X3hdeccoa.c.
3hdececrn[c],3-hydroxyhexadecenoylcarnitine,2,,,FALSE,[c],3hdececrn,X3hdececrn.c.
3thexddcoa[m],"3-hydroxy trans7,10-hexadecadienoylcoa",2,,,FALSE,[m],3thexddcoa,X3thexddcoa.m.
3thexddcoa[c],"3-hydroxy trans7,10-hexadecadienoylcoa",2,,,FALSE,[c],3thexddcoa,X3thexddcoa.c.
3thexddcoacrn[c],"3-hydroxy trans7,10-hexadecadienoyl carnitine",2,,,FALSE,[c],3thexddcoacrn,X3thexddcoacrn.c.
3thexddcoacrn[e],"3-hydroxy trans7,10-hexadecadienoyl carnitine",2,,,FALSE,[e],3thexddcoacrn,X3thexddcoacrn.e.
hexdicoa[c],hexadecanedioylcoa,2,,,FALSE,[c],hexdicoa,hexdicoa.c.
c16dc[c],Hexadecanedioic acid mono-L-carnitine ester,2,,HMDB00712,FALSE,[c],c16dc,c16dc.c.
c16dc[e],Hexadecanedioic acid mono-L-carnitine ester,2,,HMDB00712,FALSE,[e],c16dc,c16dc.e.
3hexdcoa[c],3-hydroxyhexadecanoylcoa,2,C05258,HMDB03932,FALSE,[c],3hexdcoa,X3hexdcoa.c.
3hexdcrn[c],3-hydroxyhexadecanoylcarnitine,2,,HMDB13336,FALSE,[c],3hexdcrn,X3hexdcrn.c.
3octdece1coa[c],3-hydroxyoctadecenoylcoa,2,,,FALSE,[c],3octdece1coa,X3octdece1coa.c.
3octdece1crn[c],3-hydroxy-octadecenoyl carnitine,2,,,FALSE,[c],3octdece1crn,X3octdece1crn.c.
3ocddcoa[c],3-hydroxyoctadecadienoylcoa,2,,,FALSE,[c],3ocddcoa,X3ocddcoa.c.
3octdec2crn[c],3-hydroxyoctadecadienoylcarnitine,2,,,FALSE,[c],3octdec2crn,X3octdec2crn.c.
3hodcoa[c],(S)-3-Hydroxyoctadecanoyl-CoA,2,,,FALSE,[c],3hodcoa,X3hodcoa.c.
3octdeccrn[c],3-hydroxyoctadecanoyl carnitine,2,,,FALSE,[c],3octdeccrn,X3octdeccrn.c.
c3dc[c],malonyl carnitine,2,,HMDB02095,FALSE,[c],c3dc,c3dc.c.
c3dc[e],malonyl carnitine,2,,HMDB02095,FALSE,[e],c3dc,c3dc.e.
c4crn[m],butyryl carnitine,2,C02862,HMDB02013,FALSE,[m],c4crn,c4crn.m.
c4crn[e],butyryl carnitine,2,C02862,HMDB02013,FALSE,[e],c4crn,c4crn.e.
c4dc[x],succinyl carnitine,2,,,FALSE,[x],c4dc,c4dc.x.
c4dc[e],succinyl carnitine,2,,,FALSE,[e],c4dc,c4dc.e.
c4crn[x],butyryl carnitine,2,C02862,HMDB02013,FALSE,[x],c4crn,c4crn.x.
ivcoa[c],Isovaleryl-CoA,2,C02939,HMDB01113,FALSE,[c],ivcoa,ivcoa.c.
ivcrn[c],isovaleryl carnitine,2,,HMDB00688,FALSE,[c],ivcrn,ivcrn.c.
c51crn[c],tiglyl carnitine,2,,HMDB02366,FALSE,[c],c51crn,c51crn.c.
c5dc[c],glutaryl carnitine,2,,HMDB13130,FALSE,[c],c5dc,c5dc.c.
c5dc[e],glutaryl carnitine,2,,HMDB13130,FALSE,[e],c5dc,c5dc.e.
hxcoa[c],Hexanoyl-CoA (n-C6:0CoA),2,,,FALSE,[c],hxcoa,hxcoa.c.
c6crn[x],hexanoyl carnitine,2,,HMDB00705,FALSE,[x],c6crn,c6crn.x.
c6crn[e],hexanoyl carnitine,2,,HMDB00705,FALSE,[e],c6crn,c6crn.e.
c6dc[e],adipoyl carnitine,2,,,FALSE,[e],c6dc,c6dc.e.
c8crn[c],octanoyl carnitine,2,C02838,HMDB00791,FALSE,[c],c8crn,c8crn.c.
c81coa[c],octenoylcoa,2,C05276,HMDB03949,FALSE,[c],c81coa,c81coa.c.
c81crn[c],octenoyl carnitine,2,,HMDB13324,FALSE,[c],c81crn,c81crn.c.
c81crn[e],octenoyl carnitine,2,,HMDB13324,FALSE,[e],c81crn,c81crn.e.
c8crn[e],octanoyl carnitine,2,C02838,HMDB00791,FALSE,[e],c8crn,c8crn.e.
sbcoa[c],suberylcoa,2,,,FALSE,[c],sbcoa,sbcoa.c.
c8dc[e],suberyl carnitine,2,,,FALSE,[e],c8dc,c8dc.e.
dca[e],Decanoate (n-C10:0),2,,,FALSE,[e],dca,dca.e.
dca[c],Decanoate (n-C10:0),2,,,FALSE,[c],dca,dca.c.
dca[r],Decanoate (n-C10:0),2,,,FALSE,[r],dca,dca.r.
3ddcrn[e],3-hydroxydodecanoylcarnitine,2,,,FALSE,[e],3ddcrn,X3ddcrn.e.
ddeccrn[e],lauroyl carnitine,2,,HMDB02250,FALSE,[e],ddeccrn,ddeccrn.e.
ddece1crn[e],dodecenoyl carnitine,2,,,FALSE,[e],ddece1crn,ddece1crn.e.
3deccrn[e],3-hydroxydecanoylcarnitine,2,,,FALSE,[e],3deccrn,X3deccrn.e.
decdicrn[e],decadienoyl carnitine,2,,HMDB13325,FALSE,[e],decdicrn,decdicrn.e.
doco13ecoa[c],13-docosenoylcoa,2,C16531,,FALSE,[c],doco13ecoa,doco13ecoa.c.
doco13ac[e],docosenoic acid (C22:1),2,C08316,HMDB02068,FALSE,[e],doco13ac,doco13ac.e.
docoscoa[c],docosanoylcoa,2,,HMDB12930,FALSE,[c],docoscoa,docoscoa.c.
docosac[e],Behenic acid,2,C08281,HMDB00944,FALSE,[e],docosac,docosac.e.
docosdiac[r],docosanedioicacid,2,C19625,,FALSE,[r],docosdiac,docosdiac.r.
docosdiac[e],docosanedioicacid,2,C19625,,FALSE,[e],docosdiac,docosdiac.e.
3hdececrn[e],3-hydroxyhexadecenoylcarnitine,2,,,FALSE,[e],3hdececrn,X3hdececrn.e.
3hexdcrn[e],3-hydroxyhexadecanoylcarnitine,2,,HMDB13336,FALSE,[e],3hexdcrn,X3hexdcrn.e.
3ivcrn[e],3-hydroxy-isovaleryl carnitine,2,,,FALSE,[e],3ivcrn,X3ivcrn.e.
3octdec2crn[e],3-hydroxyoctadecadienoylcarnitine,2,,,FALSE,[e],3octdec2crn,X3octdec2crn.e.
3octdeccrn[e],3-hydroxyoctadecanoyl carnitine,2,,,FALSE,[e],3octdeccrn,X3octdeccrn.e.
3octdece1crn[e],3-hydroxy-octadecenoyl carnitine,2,,,FALSE,[e],3octdece1crn,X3octdece1crn.e.
3tdcrn[e],3-hydroxy-tetradecanoyl carnitine,2,,,FALSE,[e],3tdcrn,X3tdcrn.e.
c51crn[e],tiglyl carnitine,2,,HMDB02366,FALSE,[e],c51crn,c51crn.e.
ivcrn[e],isovaleryl carnitine,2,,HMDB00688,FALSE,[e],ivcrn,ivcrn.e.
tdcrn[e],myristoyl carnitine,2,,HMDB05066,FALSE,[e],tdcrn,tdcrn.e.
tetdec2crn[e],tetradecadienoyl carnitine,2,,,FALSE,[e],tetdec2crn,tetdec2crn.e.
tetdece1crn[e],tetradecenoyl carnitine,2,,HMDB02014,FALSE,[e],tetdece1crn,tetdece1crn.e.
dece4coa[m],4-decenoylcoa,2,,HMDB02145,FALSE,[m],dece4coa,dece4coa.m.
dec24dicoa[m],"2,4-decadienoylcoa",2,,HMDB01168,FALSE,[m],dec24dicoa,dec24dicoa.m.
dece4coa[x],4-decenoylcoa,2,,HMDB02145,FALSE,[x],dece4coa,dece4coa.x.
dec24dicoa[x],"2,4-decadienoylcoa",2,,HMDB01168,FALSE,[x],dec24dicoa,dec24dicoa.x.
dc2coa[x],trans-Dec-2-enoyl-CoA,2,C05275,HMDB03948,FALSE,[x],dc2coa,dc2coa.x.
dece3coa[x],3-decenoylcoa,2,,HMDB02137,FALSE,[x],dece3coa,dece3coa.x.
dec47dicoa[m],"4,7-decadienoylcoa",2,,,FALSE,[m],dec47dicoa,dec47dicoa.m.
dectricoa[m],"2,4,7-decatrienoylcoa",2,,,FALSE,[m],dectricoa,dectricoa.m.
dec47dicoa[x],"4,7-decadienoylcoa",2,,,FALSE,[x],dec47dicoa,dec47dicoa.x.
dectricoa[x],"2,4,7-decatrienoylcoa",2,,,FALSE,[x],dectricoa,dectricoa.x.
2decdicoa[m],"2,7-decadienoylcoa",2,,,FALSE,[m],2decdicoa,X2decdicoa.m.
octe5coa[m],5-octenoylcoa,2,,,FALSE,[m],octe5coa,octe5coa.m.
2decdicoa[x],"2,7-decadienoylcoa",2,,,FALSE,[x],2decdicoa,X2decdicoa.x.
octe5coa[x],5-octenoylcoa,2,,,FALSE,[x],octe5coa,octe5coa.x.
3decdicoa[m],"3,7-decadienoylcoa",2,,,FALSE,[m],3decdicoa,X3decdicoa.m.
3decdicoa[x],"3,7-decadienoylcoa",2,,,FALSE,[x],3decdicoa,X3decdicoa.x.
3hdcoa[m],(S)-3-Hydroxydecanoyl-CoA,2,C05264,HMDB03938,FALSE,[m],3hdcoa,X3hdcoa.m.
tmuncoa[x],"2,6,10-trimethyl undecanoylcoa",2,,,FALSE,[x],tmuncoa,tmuncoa.x.
undcoa[m],undecanoylcoa,2,,HMDB13114,FALSE,[m],undcoa,undcoa.m.
noncoa[m],nonanoylcoa,2,C01942,HMDB13028,FALSE,[m],noncoa,noncoa.m.
dd5ecoa[m],5-dodecenoylcoa,2,,,FALSE,[m],dd5ecoa,dd5ecoa.m.
dd3coa[x],cis-dodec-3-enoyl-CoA(4-),2,C02944,HMDB04257,FALSE,[x],dd3coa,dd3coa.x.
2ddecdicoa[m],"2,6-dodecadienoylcoa",2,C05279,HMDB11123,FALSE,[m],2ddecdicoa,X2ddecdicoa.m.
3ddecdicoa[m],"3,6-dodecadienoylcoa",2,C05280,HMDB03952,FALSE,[m],3ddecdicoa,X3ddecdicoa.m.
3ddecdicoa[x],"3,6-dodecadienoylcoa",2,C05280,HMDB03952,FALSE,[x],3ddecdicoa,X3ddecdicoa.x.
2ddecdicoa[x],"2,6-dodecadienoylcoa",2,C05279,HMDB11123,FALSE,[x],2ddecdicoa,X2ddecdicoa.x.
2dodtricoa[m],"2,6,9-dodecatrienoylcoa",2,,,FALSE,[m],2dodtricoa,X2dodtricoa.m.
2dodtricoa[x],"2,6,9-dodecatrienoylcoa",2,,,FALSE,[x],2dodtricoa,X2dodtricoa.x.
3dodtricoa[m],"3,6,9-dodecatrienoylcoa",2,,,FALSE,[m],3dodtricoa,X3dodtricoa.m.
3dodtricoa[x],"3,6,9-dodecatrienoylcoa",2,,,FALSE,[x],3dodtricoa,X3dodtricoa.x.
3hddcoa[m],(S)-3-Hydroxydodecanoyl-CoA,2,C05262,HMDB03936,FALSE,[m],3hddcoa,X3hddcoa.m.
c12dc[x],dodecanedioyl carnitine,2,,,FALSE,[x],c12dc,c12dc.x.
tmtrdcoa[x],"4,8,12-trimethyl tridecanoylcoa",2,,,FALSE,[x],tmtrdcoa,tmtrdcoa.x.
tridcoa[m],tridecanoylcoa,2,,HMDB13109,FALSE,[m],tridcoa,tridcoa.m.
tetde5coa[x],5-tetradecenoylcoa,2,,,FALSE,[x],tetde5coa,tetde5coa.x.
tetdecdicoa[x],"5,8-tetradecadienoylcoa",2,,HMDB02288,FALSE,[x],tetdecdicoa,tetdecdicoa.x.
5tedtricoa[x],"5,8,11-tetradecatrienoylcoa",2,,,FALSE,[x],5tedtricoa,X5tedtricoa.x.
3htdcoa[m],(S)-3-Hydroxytetradecanoyl-CoA,2,C05260,HMDB03934,FALSE,[m],3htdcoa,X3htdcoa.m.
c14dccoa[x],tetradecanedioylcoa,2,,,FALSE,[x],c14dccoa,c14dccoa.x.
hexde7coa[x],7-hexadecenoylcoa,2,,,FALSE,[x],hexde7coa,hexde7coa.x.
3hdeccoa[m],3-hydroxyhexadecenoylcoa,2,,,FALSE,[m],3hdeccoa,X3hdeccoa.m.
hexddcoa[m],"7,10-hexadecadienoylcoa",2,,,FALSE,[m],hexddcoa,hexddcoa.m.
2hexdtricoa[x],"2,7,10-hexadecatrienoylcoa",2,,,FALSE,[x],2hexdtricoa,X2hexdtricoa.x.
hexdtrcoa[m],"7,10,13-hexadecatrienoylcoa",2,,,FALSE,[m],hexdtrcoa,hexdtrcoa.m.
hexdectecoa[m],"2,4,7,10-hexadecatetraenoylcoa",2,,,FALSE,[m],hexdectecoa,hexdectecoa.m.
4hexdtricoa[x],"4,7,10-hexadecatrienoylcoa",2,,,FALSE,[x],4hexdtricoa,X4hexdtricoa.x.
hexdectecoa[x],"2,4,7,10-hexadecatetraenoylcoa",2,,,FALSE,[x],hexdectecoa,hexdectecoa.x.
2hexdtricoa[m],"2,7,10-hexadecatrienoylcoa",2,,,FALSE,[m],2hexdtricoa,X2hexdtricoa.m.
3hexdtricoa[m],"3,7,10-hexadecatrienoylcoa",2,,,FALSE,[m],3hexdtricoa,X3hexdtricoa.m.
3hexdtricoa[x],"3,7,10-hexadecatrienoylcoa",2,,,FALSE,[x],3hexdtricoa,X3hexdtricoa.x.
2hexdtetcoa[m],"2,7,10,13-hexadecatetraenoylcoa",2,,,FALSE,[m],2hexdtetcoa,X2hexdtetcoa.m.
2hexdtetcoa[x],"2,7,10,13-hexadecatetraenoylcoa",2,,,FALSE,[x],2hexdtetcoa,X2hexdtetcoa.x.
hedepecoa[m],"2,4,7,10,13-hexadecapentenoylcoa",2,,,FALSE,[m],hedepecoa,hedepecoa.m.
4hexdtetcoa[x],"4,7,10,13-hexadecatetraenoylcoa",2,,,FALSE,[x],4hexdtetcoa,X4hexdtetcoa.x.
hexdpencoa[x],"2,4,7,10,13-hexadecapentaenoylcoa",2,,,FALSE,[x],hexdpencoa,hexdpencoa.x.
3hexdtetcoa[m],"3,7,10,13-hexadecatetraenoylcoa",2,,,FALSE,[m],3hexdtetcoa,X3hexdtetcoa.m.
3hexdtetcoa[x],"3,7,10,13-hexadecatetraenoylcoa",2,,,FALSE,[x],3hexdtetcoa,X3hexdtetcoa.x.
3hexdcoa[m],3-hydroxyhexadecanoylcoa,2,C05258,HMDB03932,FALSE,[m],3hexdcoa,X3hexdcoa.m.
hexdicoa[x],hexadecanedioylcoa,2,,,FALSE,[x],hexdicoa,hexdicoa.x.
hexdiac[r],hexadecanediocacid,2,C19615,HMDB00672,FALSE,[r],hexdiac,hexdiac.r.
omhpal[r],w-hydroxypalmiticacid,2,,HMDB06294,FALSE,[r],omhpal,omhpal.r.
octd11ecoa[m],11-octadecenoylcoa,2,,,FALSE,[m],octd11ecoa,octd11ecoa.m.
ocde9ecoa[x],9-octadecenoylcoa,2,C00510,HMDB01322,FALSE,[x],ocde9ecoa,ocde9ecoa.x.
octdececoa[m],octadecenoylcoa,2,,,FALSE,[m],octdececoa,octdececoa.m.
3octdece1coa[m],3-hydroxyoctadecenoylcoa,2,,,FALSE,[m],3octdece1coa,X3octdece1coa.m.
3ocddcoa[m],3-hydroxyoctadecadienoylcoa,2,,,FALSE,[m],3ocddcoa,X3ocddcoa.m.
2octdectecoa[m],"2,6,9,12-octadecatetraenoylcoa",2,,,FALSE,[m],2octdectecoa,X2octdectecoa.m.
2octdectecoa[x],"2,6,9,12-octadecatetraenoylcoa",2,,,FALSE,[x],2octdectecoa,X2octdectecoa.x.
3octdectecoa[m],"3,6,9,12-octadecatetraenoylcoa",2,,,FALSE,[m],3octdectecoa,X3octdectecoa.m.
3octdectecoa[x],"3,6,9,12-octadecatetraenoylcoa",2,,,FALSE,[x],3octdectecoa,X3octdectecoa.x.
2octpencoa[m],"2,6,9,12,15-octadecapentenoylcoa",2,,,FALSE,[m],2octpencoa,X2octpencoa.m.
3octpencoa[m],"3,6,9,12,15-octadecapentenoylcoa",2,,,FALSE,[m],3octpencoa,X3octpencoa.m.
3hodcoa[m],(S)-3-Hydroxyoctadecanoyl-CoA,2,,,FALSE,[m],3hodcoa,X3hodcoa.m.
ei11ecoa[x],11-eicosenoylcoa,2,C16530,,FALSE,[x],ei11ecoa,ei11ecoa.x.
eitetcoa[m],"5,8,11,14-eicosatetraenoylcoa",2,,,FALSE,[m],eitetcoa,eitetcoa.m.
eitetcoa[x],"5,8,11,14-eicosatetraenoylcoa",2,,,FALSE,[x],eitetcoa,eitetcoa.x.
eipencoa[x],"2,5,8,11,14-eicosapentaenoylcoa",2,,,FALSE,[x],eipencoa,eipencoa.x.
5eipencoa[m],"5,8,11,14,17-eicosapentenoylcoa",2,,,FALSE,[m],5eipencoa,X5eipencoa.m.
2docopencoa[m],"2,7,10,13,16-docosapentenoylcoa",2,,,FALSE,[m],2docopencoa,X2docopencoa.m.
2docopencoa[x],"2,7,10,13,16-docosapentenoylcoa",2,,,FALSE,[x],2docopencoa,X2docopencoa.x.
docohexcoa[m],"2,4,7,10,13,16-docosahexenoylcoa",2,,,FALSE,[m],docohexcoa,docohexcoa.m.
docohexcoa[x],"2,4,7,10,13,16-docosahexenoylcoa",2,,,FALSE,[x],docohexcoa,docohexcoa.x.
3docopencoa[m],"3,7,10,13,16-docosapentenoylcoa",2,,,FALSE,[m],3docopencoa,X3docopencoa.m.
3docopencoa[x],"3,7,10,13,16-docosapentenoylcoa",2,,,FALSE,[x],3docopencoa,X3docopencoa.x.
2docohexecoa[m],"2,7,10,13,16,19-docosahexenoylcoa",2,,,FALSE,[m],2docohexecoa,X2docohexecoa.m.
docohepcoa[m],"2,4,7,10,13,16,19-docosaheptenoylcoa",2,,,FALSE,[m],docohepcoa,docohepcoa.m.
docosahexcoa[m],"3,7,10,13,16,19-docosahexenoylcoa",2,,,FALSE,[m],docosahexcoa,docosahexcoa.m.
omhdocosac[r],w-hydroxydocosanoicacid,2,C19623,,FALSE,[r],omhdocosac,omhdocosac.r.
succoa[c],Succinyl-CoA,2,C00091,HMDB01022,FALSE,[c],succoa,succoa.c.
pentcoa[m],pentanoylcoa,2,C00888,HMDB13037,FALSE,[m],pentcoa,pentcoa.m.
glutcoa[c],glutaryl-CoA(5-),2,C00527,HMDB01339,FALSE,[c],glutcoa,glutcoa.c.
3ivcoa[m],3-hydroxyisovalerylcoa,2,C05998,HMDB06870,FALSE,[m],3ivcoa,X3ivcoa.m.
3ivcoa[c],3-hydroxyisovalerylcoa,2,C05998,HMDB06870,FALSE,[c],3ivcoa,X3ivcoa.c.
3ivcrn[c],3-hydroxy-isovaleryl carnitine,2,,,FALSE,[c],3ivcrn,X3ivcrn.c.
hx2coa[m],trans-Hex-2-enoyl-CoA,2,C05271,HMDB03944,FALSE,[m],hx2coa,hx2coa.m.
hx2coa[x],trans-Hex-2-enoyl-CoA,2,C05271,HMDB03944,FALSE,[x],hx2coa,hx2coa.x.
hexe3coa[m],3-hexenoylcoa,2,,HMDB06522,FALSE,[m],hexe3coa,hexe3coa.m.
hexe3coa[x],3-hexenoylcoa,2,,HMDB06522,FALSE,[x],hexe3coa,hexe3coa.x.
hepcoa[m],heptanoylcoa,2,,HMDB12969,FALSE,[m],hepcoa,hepcoa.m.
omhdecacid[r],w-hydroxydecanoicacid,2,,,FALSE,[r],omhdecacid,omhdecacid.r.
omhpal[c],w-hydroxypalmiticacid,2,,HMDB06294,FALSE,[c],omhpal,omhpal.c.
hexdiac[c],hexadecanediocacid,2,C19615,HMDB00672,FALSE,[c],hexdiac,hexdiac.c.
omhdocosac[c],w-hydroxydocosanoicacid,2,C19623,,FALSE,[c],omhdocosac,omhdocosac.c.
omhdecacid[c],w-hydroxydecanoicacid,2,,,FALSE,[c],omhdecacid,omhdecacid.c.
tdec4ecoa[m],trans4decenoylcoa,2,,,FALSE,[m],tdec4ecoa,tdec4ecoa.m.
ctdecdcoa[m],cis2trans4decadienoylcoa,2,,,FALSE,[m],ctdecdcoa,ctdecdcoa.m.
tddedi2coa[m],"trans2,6dodecadienoylcoa",2,,,FALSE,[m],tddedi2coa,tddedi2coa.m.
tddedicoa[m],"trans3,6dodecadienoylcoa",2,C05280,HMDB03952,FALSE,[m],tddedicoa,tddedicoa.m.
octd11ecoa[c],11-octadecenoylcoa,2,,,FALSE,[c],octd11ecoa,octd11ecoa.c.
ocdececrn[c],11-octadecenoyl carnitine,2,,HMDB06351,FALSE,[c],ocdececrn,ocdececrn.c.
ocdececrn[m],11-octadecenoyl carnitine,2,,HMDB06351,FALSE,[m],ocdececrn,ocdececrn.m.
octdececrn[c],"octadecenoyl carnitine (hypothetical, position of double bond unknown)",2,,,FALSE,[c],octdececrn,octdececrn.c.
octdececrn[m],"octadecenoyl carnitine (hypothetical, position of double bond unknown)",2,,,FALSE,[m],octdececrn,octdececrn.m.
octdececoa[c],octadecenoylcoa,2,,,FALSE,[c],octdececoa,octdececoa.c.
subeac[x],suberic acid,2,C08278,HMDB00893,FALSE,[x],subeac,subeac.x.
sebacid[x],sebacicacid,2,C08277,HMDB00792,FALSE,[x],sebacid,sebacid.x.
subeac[c],suberic acid,2,C08278,HMDB00893,FALSE,[c],subeac,subeac.c.
c8dc[x],suberyl carnitine,2,,,FALSE,[x],c8dc,c8dc.x.
alaala[c],D-Alanyl-D-alanine,2,C00993,HMDB03459,FALSE,[c],alaala,alaala.c.
alaala[e],D-Alanyl-D-alanine,2,C00993,HMDB03459,FALSE,[e],alaala,alaala.e.
glgchlo[e],beta glucan-glycocholate complex,2,,,FALSE,[e],glgchlo,glgchlo.e.
gltcho[e],beta glucan-taurocholic acid complex,2,,,FALSE,[e],gltcho,gltcho.e.
gltdechol[e],beta glucan-taurodeoxycholic acid complex,2,,,FALSE,[e],gltdechol,gltdechol.e.
carn[e],carnosine,2,C00386,HMDB00033,FALSE,[e],carn,carn.e.
adocbl[c],Adenosylcobalamin,2,C00194,HMDB02086,FALSE,[c],adocbl,adocbl.c.
glygly[c],Glycyl-glycine,2,C02037,HMDB11733,FALSE,[c],glygly,glygly.c.
glygly[e],Glycyl-glycine,2,C02037,HMDB11733,FALSE,[e],glygly,glygly.e.
glyleu[c],Glycylleucine,2,C02155,HMDB00759,FALSE,[c],glyleu,glyleu.c.
glyleu[e],Glycylleucine,2,C02155,HMDB00759,FALSE,[e],glyleu,glyleu.e.
glyphe[e],Glycylphenylalanine,2,,,FALSE,[e],glyphe,glyphe.e.
glyphe[c],Glycylphenylalanine,2,,,FALSE,[c],glyphe,glyphe.c.
glypro[e],Glycylproline,2,,HMDB00721,FALSE,[e],glypro,glypro.e.
glypro[c],Glycylproline,2,,HMDB00721,FALSE,[c],glypro,glypro.c.
glysar[c],Glycylsarcosine,2,,,FALSE,[c],glysar,glysar.c.
glysar[e],Glycylsarcosine,2,,,FALSE,[e],glysar,glysar.e.
gumdchac[e],guar gum-deoxyxholic acid complex,2,,,FALSE,[e],gumdchac,gumdchac.e.
gumgchol[e],guar gum-glycocholate complex,2,,,FALSE,[e],gumgchol,gumgchol.e.
gumtchol[e],guar gum-taurocholic acid complex,2,,,FALSE,[e],gumtchol,gumtchol.e.
5HPET[r],5(S)-HPETE(1-),2,C05356,HMDB01193,FALSE,[r],5HPET,X5HPET.r.
leugly[e],Leucylglycine,2,,,FALSE,[e],leugly,leugly.e.
leugly[c],Leucylglycine,2,,,FALSE,[c],leugly,leugly.c.
leuleu[c],Leucylleucine,2,C11332,,FALSE,[c],leuleu,leuleu.c.
leuleu[e],Leucylleucine,2,C11332,,FALSE,[e],leuleu,leuleu.e.
pectindchac[e],pectin-deoxycholic acid complex,2,,,FALSE,[e],pectindchac,pectindchac.e.
pectingchol[e],pectin-glycocholate complex,2,,,FALSE,[e],pectingchol,pectingchol.e.
pectintchol[e],pectin-taurocholic acid complex,2,,,FALSE,[e],pectintchol,pectintchol.e.
progly[e],L-Prolinylglycine,2,,HMDB11178,FALSE,[e],progly,progly.e.
progly[c],L-Prolinylglycine,2,,HMDB11178,FALSE,[c],progly,progly.c.
psylchol[e],psillium-glycocholic acid complex,2,,,FALSE,[e],psylchol,psylchol.e.
psyltchol[e],psyllium-taurocholic acid complex,2,,,FALSE,[e],psyltchol,psyltchol.e.
psyltdechol[e],psyllium-taurodeoxycholic acid complex,2,,,FALSE,[e],psyltdechol,psyltdechol.e.
1a25dhvitd3[c],calcitriol,2,C01673,HMDB01903,FALSE,[c],1a25dhvitd3,X1a25dhvitd3.c.
1a25dhvitd3[n],calcitriol,2,C01673,HMDB01903,FALSE,[n],1a25dhvitd3,X1a25dhvitd3.n.
4abut[n],4-Aminobutanoate,2,C00334,HMDB00112,FALSE,[n],4abut,X4abut.n.
oh1[c],hydroxide ion,2,C01328,HMDB01039,FALSE,[c],oh1,oh1.c.
q10[e],ubiquinone-10,2,C11378,HMDB01072,FALSE,[e],q10,q10.e.
dhap[m],Dihydroxyacetone phosphate,2,C00111,HMDB01473,FALSE,[m],dhap,dhap.m.
5dpmev[c],(R)-5-Diphosphomevalonate,2,C01143,HMDB01090,FALSE,[c],5dpmev,X5dpmev.c.
slfcys[e],S-Sulfo-L-cysteine,2,C05824,HMDB00731,FALSE,[e],slfcys,slfcys.e.
q10h2[e],Ubiquinol-10,2,C00390,HMDB13111,FALSE,[e],q10h2,q10h2.e.
fe3[c],Fe3+,2,C14819,HMDB12943,FALSE,[c],fe3,fe3.c.
mal_L[x],(S)-malate(2-),2,C00149,HMDB00156,FALSE,[x],mal_L,mal_L.x.
5pmev[c],(R)-5-phosphonatomevalonate(3-),2,C01107,HMDB01343,FALSE,[c],5pmev,X5pmev.c.
slfcys[c],S-Sulfo-L-cysteine,2,C05824,HMDB00731,FALSE,[c],slfcys,slfcys.c.
HC01335[c],10fthf5glu[c],2,,,FALSE,[c],HC01335,HC01335.c.
m_em_3gacpail_hs[r],mannosyl-3-(phosphoethanolaminyl-mannosyl)-glucosaminyl-acylphosphatidylinositol (M4A)),2,,,FALSE,[r],m_em_3gacpail_hs,m_em_3gacpail_hs.r.
34hpp[e],3-(4-hydroxyphenyl)pyruvate,2,C01179,HMDB00707,FALSE,[e],34hpp,X34hpp.e.
3mob[e],3-methyl-2-oxobutanoate,2,C00141,HMDB00019,FALSE,[e],3mob,X3mob.e.
3mop[e],3-methyl-2-oxopentanoate,2,C03465,HMDB00491,FALSE,[e],3mop,X3mop.e.
4mop[e],4-methyl-2-oxopentanoate,2,C00233,HMDB00695,FALSE,[e],4mop,X4mop.e.
5mta[e],5-Methylthioadenosine,2,C00170,HMDB01173,FALSE,[e],5mta,X5mta.e.
5oxpro[e],5-oxoprolinate,2,C01879,HMDB00267,FALSE,[e],5oxpro,X5oxpro.e.
ahcys[e],S-Adenosyl-L-homocysteine,2,C00021,HMDB00939,FALSE,[e],ahcys,ahcys.e.
aicar[e],5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide,2,C04677,HMDB01517,FALSE,[e],aicar,aicar.e.
anth[e],anthranilate,2,C00108,HMDB01123,FALSE,[e],anth,anth.e.
cbasp[e],N-Carbamoyl-L-aspartate,2,C00438,HMDB00828,FALSE,[e],cbasp,cbasp.e.
mal_L[e],(S)-malate(2-),2,C00149,HMDB00156,FALSE,[e],mal_L,mal_L.e.
idour[e],L-iduronate,2,C06472,HMDB02704,FALSE,[e],idour,idour.e.
3hpcoa[c],3-hydroxypropanoyl-CoA(4-),1,C05668,HMDB06807,FALSE,[c],3hpcoa,X3hpcoa.c.
msa[c],3-oxopropanoate,1,C00222,HMDB11111,FALSE,[c],msa,msa.c.
48dhoxquin[c],"quinoline-4,8-diol",1,C05637,,FALSE,[c],48dhoxquin,X48dhoxquin.c.
